family_key	headword	members
esquadra	esquadra	esquadra
exposiçõe	exposições	exposições
famy	family	family
formalmente	formalmente	formalmente
frágil	frágil	frágil
gene	gene	gene
gold	gold	gold
gota	gota	gota
governa	governamental	governamental
gravou	gravou	gravou
guy	guy	guy
harvard	harvard	harvard
historicamente	historicamente	historicamente
horta	horta	horta
industriais	industriais	industriais
insegurança	insegurança	insegurança
interferência	interferência	interferência
interpretar	interpretar	interpretar
jersey	jersey	jersey
josh	josh	josh
júlio	júlio	júlio
lida	lida	lida
lincoln	lincoln	lincoln
macau	macau	macau
manifesto	manifesto	manifesto
marcus	marcus	marcus
matheus	matheus	matheus
mete	mete	mete
mexicana	mexicana	mexicana
microfone	microfone	microfone
mira	mira	mira
mole	mole	mole
morada	morada	morada
movimentação	movimentação	movimentação
múltipla	múltiplas	múltiplas
nicole	nicole	nicole
ocorrendo	ocorrendo	ocorrendo
palestina	palestina	palestina
partilha	partilha	partilha
património	património	património
pierre	pierre	pierre
polo	polo	polo
porção	porção	porção
precisou	precisou	precisou
preench	preencher	preencher
publico	publico	publico
pássaro	pássaros	pássaros | pássaro
quilo	quilos	quilos
quisesse	quisesse	quisesse
rapariga	rapariga	rapariga | raparigas
refén	reféns	reféns
relaxa	relaxa	relaxa
restrição	restrição	restrição
rivais	rivais	rivais
romano	romano	romano | romanos
rondônia	rondônia	rondônia
sargento	sargento	sargento
secundária	secundária	secundária
sobrinha	sobrinha	sobrinha
solteira	solteira	solteira
supermercado	supermercado	supermercado
sustentar	sustentar	sustentar
tesão	tesão	tesão
transformado	transformado	transformado
tubo	tubo	tubo
ultra	ultra	ultra
utilizad	utilizador	utilizador
vegetais	vegetais	vegetais
vilão	vilão	vilão
viúva	viúva	viúva
vício	vício	vício
acervo	acervo	acervo
adaptar	adaptar	adaptar
alexand	alexander	alexander
almirante	almirante	almirante
amanhec	amanhecer	amanhecer
angel	angel	angel
apreciar	apreciar	apreciar
arriscar	arriscar	arriscar
atrai	atrai	atrai
atribuição	atribuição	atribuição
avançada	avançada	avançada
avisa	avisa	avisa
azevedo	azevedo	azevedo
barragem	barragem	barragem
bella	bella	bella
bruxela	bruxelas	bruxelas
but	but	but
bélgica	bélgica	bélgica
bônus	bônus	bônus
calmo	calmo	calmo
cantou	cantou	cantou
cap	cap	cap
condicionado	condicionado	condicionado
confusa	confusa	confusa
contribui	contribui	contribui
coro	coro	coro
corporação	corporação	corporação
cuide	cuide	cuide
death	death	death
dem	dem	dem
desaparecido	desaparecido	desaparecido
dispõe	dispõe	dispõe
diziam	diziam	diziam
dubai	dubai	dubai
económico	económico	económico
eddie	eddie	eddie
educacionais	educacionais	educacionais
esportivo	esportivo	esportivo
esqueçam	esqueçam	esqueçam
exclusão	exclusão	exclusão
faltava	faltava	faltava
falência	falência	falência
farmácia	farmácia	farmácia
gerado	gerado	gerado
gorda	gorda	gorda
gostamo	gostamos	gostamos
he	he	he
importam	importam	importam
incomodar	incomodar	incomodar
informe	informe	informe
institute	institute	institute
intitulada	intitulada	intitulada
kate	kate	kate
lançando	lançando	lançando
legalmente	legalmente	legalmente
maçã	maçã	maçã
money	money	money
mota	mota	mota
músculo	músculos	músculos
nascida	nascida	nascida
ouvimo	ouvimos	ouvimos
panela	panela	panela
pareço	pareço	pareço
petição	petição	petição
pf	pf	pf
porcaria	porcaria	porcaria
pornô	pornô	pornô
potenciais	potenciais	potenciais
precisando	precisando	precisando
preocupe	preocupe	preocupe
prisõe	prisões	prisões
prop	propor	propor
protegida	protegida	protegida
quebrado	quebrado	quebrado
queiram	queiram	queiram
quilómetro	quilómetros	quilómetros
recompensa	recompensa	recompensa
recorr	recorrer	recorrer
romântica	romântica	romântica
ross	ross	ross
safada	safada	safada
saneamento	saneamento	saneamento
sexto	sexto	sexto
steven	steven	steven
take	take	take
temporária	temporária	temporária
testa	testa	testa
tiraram	tiraram	tiraram
tran	trans	trans
transferido	transferido	transferido
tratada	tratada	tratada
trigo	trigo	trigo
valorizar	valorizar	valorizar
variar	variar	variar
vencedora	vencedora	vencedora
veremo	veremos	veremos
viaja	viaja	viaja
véspera	véspera	véspera
wagn	wagner	wagner
xbox	xbox	xbox
ª	ª	ª
álvaro	álvaro	álvaro
aguardando	aguardando	aguardando
ajudaram	ajudaram	ajudaram
album	album	album
alfa	alfa	alfa
ancestrais	ancestrais	ancestrais
aparecendo	aparecendo	aparecendo
apoiando	apoiando	apoiando
barry	barry	barry
beto	beto	beto
canadense	canadense	canadense
capela	capela	capela
caçadore	caçadores	caçadores
caíram	caíram	caíram
citando	citando	citando
começado	começado	começado
competiçõe	competições	competições
compõem	compõem	compõem
condução	condução	condução
controvérsia	controvérsia	controvérsia
convidada	convidada	convidada
convocado	convocado	convocado
corra	corra	corra
criam	criam	criam
delegação	delegação	delegação
dentista	dentista	dentista
desculpem	desculpem	desculpem
desvio	desvio	desvio
dirigida	dirigida	dirigida
discute	discute	discute
energética	energética	energética
esgoto	esgoto	esgoto
esportiva	esportiva	esportiva
estimado	estimado	estimado
estimativa	estimativa	estimativa | estimativas
estréia	estréia	estréia
estética	estética	estética
exigem	exigem	exigem
falante	falantes	falantes
feminismo	feminismo	feminismo
filmar	filmar	filmar
fixo	fixo	fixo
formou	formou	formou
franca	franca	franca
freguesia	freguesia	freguesia
funcionou	funcionou	funcionou
fun	funeral	funeral
gentil	gentil	gentil
gêmeo	gêmeos	gêmeos
gênio	gênio	gênio
hard	hard	hard
have	have	have
imaginava	imaginava	imaginava
implementar	implementar	implementar
inglese	ingleses	ingleses
inseto	insetos	insetos | inseto
insiste	insiste	insiste
instalada	instalada	instalada
interessada	interessada	interessada
island	island	island
isolado	isolado	isolado
literário	literário	literário
livremente	livremente	livremente
lutou	lutou	lutou
machucar	machucar	machucar
medir	medir	medir
mercadoria	mercadorias	mercadorias | mercadoria
militante	militantes	militantes | militante
morava	morava	morava
morrido	morrido	morrido
namorar	namorar	namorar
orgulhoso	orgulhoso	orgulhoso
patrão	patrão	patrão
people	people	people
plateia	plateia	plateia
pokémon	pokémon	pokémon
politicamente	politicamente	politicamente
premiado	premiado	premiado
primária	primária	primária
promovida	promovida	promovida
proteja	proteja	proteja
radar	radar	radar
recebida	recebida	recebida
recebo	recebo	recebo
referindo	referindo	referindo
reflexõe	reflexões	reflexões
regimento	regimento	regimento
regulamentação	regulamentação	regulamentação
resgatar	resgatar	resgatar
retiro	retiro	retiro
rezar	rezar	rezar
sandy	sandy	sandy
sensore	sensores	sensores
significar	significar	significar
sobra	sobra	sobra
subida	subida	subida
sustentabilidade	sustentabilidade	sustentabilidade
system	system	system
taiwan	taiwan	taiwan
temporariamente	temporariamente	temporariamente
tentava	tentava	tentava
terminado	terminado	terminado
tiverem	tiverem	tiverem
tse	tse	tse
tutori	tutorial	tutorial
tyl	tyler	tyler
uol	uol	uol
utilizadore	utilizadores	utilizadores
variado	variados	variados
vivido	vivido	vivido
wayne	wayne	wayne
acto	acto	acto
adotado	adotado	adotado
agradecemo	agradecemos	agradecemos
aproveita	aproveita	aproveita
arrepend	arrepender	arrepender
articulação	articulação	articulação
assento	assento	assento | assentos
austin	austin	austin
baía	baía	baía
beyoncé	beyoncé	beyoncé
bi	bi	bi
boneca	boneca	boneca
brigadeiro	brigadeiro	brigadeiro
cameron	cameron	cameron
car	car	car
católico	católicos	católicos | católico
causam	causam	causam
celebridade	celebridades	celebridades
colaborad	colaborador	colaborador
consentimento	consentimento	consentimento
continuará	continuará	continuará
copiar	copiar	copiar
criminosa	criminosa	criminosa
criticou	criticou	criticou
crônica	crônica	crônica | crônicas
curiosa	curiosa	curiosa
dedicação	dedicação	dedicação
deixamo	deixamos	deixamos
democrata	democrata	democrata | democratas
desgraça	desgraça	desgraça
diss	disser	disser
duelo	duelo	duelo
efetiva	efetiva	efetiva
escreva	escreva	escreva
estimular	estimular	estimular
explicando	explicando	explicando
fofo	fofo	fofo
golfo	golfo	golfo
governante	governantes	governantes | governante
governar	governar	governar
grega	grega	grega
helicóptero	helicóptero	helicóptero
investigadore	investigadores	investigadores
islâmico	islâmico	islâmico
jan	jan	jan
julian	julian	julian
lamentável	lamentável	lamentável
lara	lara	lara
law	law	law
magnitude	magnitude	magnitude
malásia	malásia	malásia
matam	matam	matam
mendonça	mendonça	mendonça
migração	migração	migração
monit	monitor	monitor
nativa	nativa	nativa
ninho	ninho	ninho
nogueira	nogueira	nogueira
noroeste	noroeste	noroeste
notou	notou	notou
painéis	painéis	painéis
pensão	pensão	pensão
pistola	pistola	pistola
pneus	pneus	pneus
proporcionar	proporcionar	proporcionar
psd	psd	psd
quadrilha	quadrilha	quadrilha
queen	queen	queen
raci	racial	racial
representaçõe	representações	representações
ri	ri	ri
right	right	right
riso	risos	risos
salada	salada	salada
sofreram	sofreram	sofreram
substituto	substituto	substituto
sudoeste	sudoeste	sudoeste
sugerem	sugerem	sugerem
sus	sus	sus
tolerância	tolerância	tolerância
tradicionalmente	tradicionalmente	tradicionalmente
árbitro	árbitro	árbitro
éramo	éramos	éramos
ídolo	ídolo	ídolo
abandonada	abandonada	abandonada
abraçar	abraçar	abraçar
abu	abu	abu
achamo	achamos	achamos
again	again	again
anal	anal	anal
anthony	anthony	anthony
army	army	army
assinada	assinada	assinada
assusta	assusta	assusta
atraente	atraente	atraente
avançado	avançado	avançado
bacon	bacon	bacon
baiano	baiano	baiano
balão	balão	balão
benjamin	benjamin	benjamin
brad	brad	brad
brigada	brigada	brigada
brinde	brinde	brinde
broth	brother	brother
buceta	buceta	buceta
bulgária	bulgária	bulgária
catedr	catedral	catedral
cláudia	cláudia	cláudia
colheita	colheita	colheita
comprando	comprando	comprando
configuração	configuração	configuração
conservad	conservador	conservador
contemporâneo	contemporâneo	contemporâneo
coop	cooper	cooper
correm	correm	correm
decente	decente	decente
deslocamento	deslocamento	deslocamento
detesto	detesto	detesto
detido	detido	detido
devidamente	devidamente	devidamente
dirigindo	dirigindo	dirigindo
dominante	dominante	dominante
dúzia	dúzia	dúzia
economista	economista	economista
eleg	eleger	eleger
elevação	elevação	elevação
empreendimento	empreendimentos	empreendimentos | empreendimento
escolare	escolares	escolares
estimação	estimação	estimação
exibe	exibe	exibe
favoráveis	favoráveis	favoráveis
fixa	fixa	fixa
flórida	flórida	flórida
gelado	gelado	gelado
guatemala	guatemala	guatemala
ilegais	ilegais	ilegais
imp	impor	impor
invadiu	invadiu	invadiu
justificativa	justificativa	justificativa
ladrõe	ladrões	ladrões
lana	lana	lana
lealdade	lealdade	lealdade
leilão	leilão	leilão
mancha	mancha	mancha | manchas
maré	maré	maré
matthew	matthew	matthew
mecânico	mecânico	mecânico
moisé	moisés	moisés
montado	montado	montado
museus	museus	museus
márcio	márcio	márcio
múltiplo	múltiplos	múltiplos
naquilo	naquilo	naquilo
navegar	navegar	navegar
noivo	noivo	noivo
notificação	notificação	notificação
obrigatória	obrigatória	obrigatória
obtenção	obtenção	obtenção
ofensa	ofensa	ofensa
orgânica	orgânica	orgânica
pandemia	pandemia	pandemia
pararam	pararam	pararam
pegue	pegue	pegue
permanência	permanência	permanência
poste	poste	poste
prejudicar	prejudicar	prejudicar
prejuízo	prejuízo	prejuízo | prejuízos
previamente	previamente	previamente
pôs	pôs	pôs
referida	referida	referida
regulare	regulares	regulares
reside	reside	reside
resultando	resultando	resultando
rolando	rolando	rolando
salgado	salgado	salgado
sebastião	sebastião	sebastião
selva	selva	selva
sessenta	sessenta	sessenta
singular	singular	singular
sun	sun	sun
tapete	tapete	tapete
tavare	tavares	tavares
ted	ted	ted
telhado	telhado	telhado
tenhamo	tenhamos	tenhamos
terrestre	terrestre	terrestre
tirado	tirado	tirado
today	today	today
toledo	toledo	toledo
torta	torta	torta
totalidade	totalidade	totalidade
tratou	tratou	tratou
ultrapassar	ultrapassar	ultrapassar
viajou	viajou	viajou
válido	válido	válido
xi	xi	xi
xuxa	xuxa	xuxa
advocacia	advocacia	advocacia
ajudado	ajudado	ajudado
alcançado	alcançado	alcançado
alckmin	alckmin	alckmin
amore	amores	amores
angela	angela	angela
apocalipse	apocalipse	apocalipse
apoiou	apoiou	apoiou
argélia	argélia	argélia
atacando	atacando	atacando
atravessa	atravessa	atravessa
beija	beija	beija
bien	bienal	bienal
bo	bo	bo
boxe	boxe	boxe
cardíaco	cardíaco	cardíaco
caroline	caroline	caroline
cat	cat	cat
caverna	caverna	caverna
chame	chame	chame
chamei	chamei	chamei
compensação	compensação	compensação
conectado	conectado	conectado
consultado	consultado	consultado
conversão	conversão	conversão
cortou	cortou	cortou
cross	cross	cross
cruzamento	cruzamento	cruzamento
custou	custou	custou
declínio	declínio	declínio
den	denise	denise
destruiu	destruiu	destruiu
detenção	detenção	detenção
disposta	disposta	disposta
distribuído	distribuídos	distribuídos | distribuído
divertida	divertida	divertida
enterrado	enterrado	enterrado
eternidade	eternidade	eternidade
exibir	exibir	exibir
existiu	existiu	existiu
expedição	expedição	expedição
experi	experimental	experimental
fino	fino	fino
flora	flora	flora
food	food	food
forno	forno	forno
freire	freire	freire
ganhamo	ganhamos	ganhamos
gasta	gasta	gasta
gordura	gordura	gordura
grant	grant	grant
historiad	historiador	historiador
hiv	hiv	hiv
honesto	honesto	honesto
impediu	impediu	impediu
inferiore	inferiores	inferiores
inocência	inocência	inocência
inspirou	inspirou	inspirou
integra	integra	integra
invenção	invenção	invenção
irem	irem	irem
irmandade	irmandade	irmandade
land	land	land
lauren	lauren	lauren
levará	levará	levará
levava	levava	levava
liberais	liberais	liberais
líbia	líbia	líbia
maturidade	maturidade	maturidade
mentindo	mentindo	mentindo
mercede	mercedes	mercedes
misterioso	misterioso	misterioso
miséria	miséria	miséria
moram	moram	moram
natação	natação	natação
necessita	necessita	necessita
ninja	ninja	ninja
nua	nua	nua
numero	numero	numero
ofício	ofício	ofício
patente	patente	patente
percebido	percebido	percebido
persa	persa	persa
pescadore	pescadores	pescadores
pirata	pirata	pirata | piratas
planeja	planeja	planeja
primário	primário	primário
protestante	protestantes	protestantes
queimando	queimando	queimando
read	read	read
recomendaçõe	recomendações	recomendações
renúncia	renúncia	renúncia
report	report	report
ressalta	ressalta	ressalta
restauração	restauração	restauração
retornou	retornou	retornou
reunido	reunidos	reunidos
robô	robô	robô | robôs
roy	roy	roy
rss	rss	rss
sertão	sertão	sertão
sex	sex	sex
sic	sic	sic
silvio	silvio	silvio
sino	sino	sino
stone	stone	stone
suporta	suporta	suporta
suposta	suposta	suposta
their	their	their
toalha	toalha	toalha
torc	torcer	torcer
transferir	transferir	transferir
troco	troco	troco
tubarão	tubarão	tubarão
vegetação	vegetação	vegetação
violenta	violenta	violenta
vip	vip	vip
year	year	year | years
acrescentar	acrescentar	acrescentar
adoram	adoram	adoram
afetar	afetar	afetar
alfredo	alfredo	alfredo
ameaçada	ameaçada	ameaçada
ansiosa	ansiosa	ansiosa
ap	ap	ap
aprova	aprova	aprova
arbitragem	arbitragem	arbitragem
assess	assessor	assessor
assisti	assisti	assisti
atento	atento	atento | atentos
audição	audição	audição
auge	auge	auge
caminha	caminha	caminha
cancelado	cancelado	cancelado
carregado	carregado	carregado
carrinho	carrinho	carrinho
catálogo	catálogo	catálogo
cela	cela	cela
cesar	cesar	cesar
charlotte	charlotte	charlotte
chateada	chateada	chateada
choro	choro	choro
chumbo	chumbo	chumbo
chute	chute	chute
citação	citação	citação
colonização	colonização	colonização
compartilha	compartilha	compartilha
concedeu	concedeu	concedeu
concluído	concluído	concluído
contêm	contêm	contêm
conviv	conviver	conviver
corretamente	corretamente	corretamente
crie	crie	crie
debat	debater	debater
dedica	dedica	dedica
deixava	deixava	deixava
dependente	dependente	dependente | dependentes
desgraçado	desgraçado	desgraçado
destacam	destacam	destacam
detetive	detetive	detetive
dormi	dormi	dormi
duvida	duvida	duvida
ensinando	ensinando	ensinando
entendemo	entendemos	entendemos
enviando	enviando	enviando
envolvem	envolvem	envolvem
esperto	esperto	esperto
espetacular	espetacular	espetacular
estudantil	estudantil	estudantil
festivais	festivais	festivais
force	force	force
francis	francis	francis
ganhe	ganhe	ganhe
generais	generais	generais
gps	gps	gps
grace	grace	grace
gradualmente	gradualmente	gradualmente
granada	granada	granada
iguaçu	iguaçu	iguaçu
ilustração	ilustração	ilustração
incluiu	incluiu	incluiu
ingrediente	ingredientes	ingredientes
iniciaram	iniciaram	iniciaram
introduzir	introduzir	introduzir
inventar	inventar	inventar
irregularidade	irregularidades	irregularidades
item	item	item
jaime	jaime	jaime
jogaram	jogaram	jogaram
jurisdição	jurisdição	jurisdição
laterais	laterais	laterais
levaria	levaria	levaria
lorde	lorde	lorde
lu	lu	lu
luiza	luiza	luiza
maduro	maduro	maduro
marvel	marvel	marvel
mauro	mauro	mauro
mentais	mentais	mentais
monumento	monumento	monumento
muralha	muralha	muralha
nacionalidade	nacionalidade	nacionalidade
nancy	nancy	nancy
nichola	nicholas	nicholas
noturno	noturno	noturno
nó	nó	nó
oth	other	other
our	our	our
ouviram	ouviram	ouviram
penha	penha	penha
pia	pia	pia
pica	pica	pica
place	place	place
precioso	precioso	precioso
puto	puto	puto
realizam	realizam	realizam
rebelião	rebelião	rebelião
reduz	reduz	reduz
rendeu	rendeu	rendeu
repito	repito	repito
retorna	retorna	retorna
sergipe	sergipe	sergipe
servindo	servindo	servindo
sigilo	sigilo	sigilo
suma	suma	suma
suprimento	suprimentos	suprimentos
tampa	tampa	tampa
telefonia	telefonia	telefonia
tomá	tomás	tomás
touro	touro	touro
trago	trago	trago
tranquilidade	tranquilidade	tranquilidade
trauma	trauma	trauma
tren	trens	trens
treva	trevas	trevas
variáveis	variáveis	variáveis
vestindo	vestindo	vestindo
íris	íris	íris
abordar	abordar	abordar
acabamo	acabamos	acabamos
aguiar	aguiar	aguiar
alegou	alegou	alegou
alguem	alguem	alguem
analisa	analisa	analisa
apertado	apertado	apertado
aprovar	aprovar	aprovar
arranjo	arranjo	arranjo
atingindo	atingindo	atingindo
atletismo	atletismo	atletismo
atuam	atuam	atuam
autorizada	autorizada	autorizada
balada	balada	balada
beneficiar	beneficiar	beneficiar
bretanha	bretanha	bretanha
brooklyn	brooklyn	brooklyn
calado	calado	calado
care	care	care
caráct	carácter	carácter
caído	caído	caído
chuveiro	chuveiro	chuveiro
complementar	complementar	complementar
comp	compor	compor
concentra	concentra	concentra
contava	contava	contava
contratou	contratou	contratou
contribuiu	contribuiu	contribuiu
cota	cota	cota | cotas
covid	covid	covid
cruci	crucial	crucial
custar	custar	custar
danny	danny	danny
decorrência	decorrência	decorrência
denominada	denominada	denominada
dependem	dependem	dependem
derivado	derivado	derivado | derivados
digamo	digamos	digamos
dinamarca	dinamarca	dinamarca
directo	directo	directo
distúrbio	distúrbios	distúrbios
divulga	divulga	divulga
edson	edson	edson
elia	elias	elias
escalada	escalada	escalada
espectro	espectro	espectro
exposto	expostos	expostos | exposto
fast	fast	fast
fauna	fauna	fauna
ferrari	ferrari	ferrari
filtro	filtro	filtro
foz	foz	foz
fugiram	fugiram	fugiram
ginástica	ginástica	ginástica
great	great	great
hamilton	hamilton	hamilton
han	han	han
ibge	ibge	ibge
imaginando	imaginando	imaginando
influenciar	influenciar	influenciar
injustiça	injustiça	injustiça
injusto	injusto	injusto
inventou	inventou	inventou
janet	janet	janet
jin	jin	jin
jose	jose	jose
khan	khan	khan
lembrado	lembrado	lembrado
lucy	lucy	lucy
magazine	magazine	magazine
manhattan	manhattan	manhattan
manobra	manobra	manobra | manobras
manto	manto	manto
nasceram	nasceram	nasceram
nathan	nathan	nathan
obriga	obriga	obriga
omar	omar	omar
operacionais	operacionais	operacionais
parâmetro	parâmetros	parâmetros
permaneceu	permaneceu	permaneceu
prec	precise	precise
procuradoria	procuradoria	procuradoria
produzem	produzem	produzem
projetado	projetado	projetado
provocando	provocando	provocando
reclamação	reclamação	reclamação
redonda	redonda	redonda
residenci	residencial	residencial
revelam	revelam	revelam
rey	rey	rey
roxo	roxo	roxo
sensíveis	sensíveis	sensíveis
separa	separa	separa
serie	serie	serie
sery	series	series
short	short	short
sinônimo	sinônimo	sinônimo
sobreviveu	sobreviveu	sobreviveu
soub	souber	souber
suicida	suicida	suicida
superou	superou	superou
surpreso	surpreso	surpreso
temporário	temporário	temporário
tiroteio	tiroteio	tiroteio
tocantin	tocantins	tocantins
torná	torná	torná
treze	treze	treze
valem	valem	valem
vazamento	vazamento	vazamento
vertic	vertical	vertical
virão	virão	virão
vôo	vôo	vôo
watson	watson	watson
álbun	álbuns	álbuns
abriga	abriga	abriga
acreditando	acreditando	acreditando
adivinha	adivinha	adivinha
admiro	admiro	admiro
admitiu	admitiu	admitiu
adriano	adriano	adriano
africa	africa	africa
altar	altar	altar
alternativo	alternativo	alternativo
amadore	amadores	amadores
amigável	amigável	amigável
andava	andava	andava
anéis	anéis	anéis
anônimo	anônimo	anônimo
aplica	aplica	aplica
armênia	armênia	armênia
assédio	assédio	assédio
automático	automático	automático
baseia	baseia	baseia
batom	batom	batom
blá	blá	blá
bobby	bobby	bobby
brevemente	brevemente	brevemente
brut	brutal	brutal
caia	caia	caia
calçada	calçada	calçada
cancelada	cancelada	cancelada
cardíaca	cardíaca	cardíaca
carona	carona	carona
cercado	cercado	cercado
charme	charme	charme
chateado	chateado	chateado
coligação	coligação	coligação
comunitário	comunitário	comunitário
conced	conceder	conceder
copacabana	copacabana	copacabana
costumo	costumo	costumo
cpi	cpi	cpi
cruzar	cruzar	cruzar
dedicou	dedicou	dedicou
demonstraçõe	demonstrações	demonstrações
desenvolvedore	desenvolvedores	desenvolvedores
designado	designado	designado
desigualdade	desigualdade	desigualdade
detém	detém	detém
distribuir	distribuir	distribuir
elaborado	elaborado	elaborado
enem	enem	enem
enfrentam	enfrentam	enfrentam
enfrentando	enfrentando	enfrentando
entorno	entorno	entorno
espalhado	espalhados	espalhados
estende	estende	estende
exista	exista	exista
experimente	experimente	experimente
expulsão	expulsão	expulsão
fada	fadas	fadas
falhou	falhou	falhou
farol	farol	farol
filhote	filhotes	filhotes
fonseca	fonseca	fonseca
forçada	forçada	forçada
founda	foundation	foundation
fraternidade	fraternidade	fraternidade
fúria	fúria	fúria
gary	gary	gary
gramado	gramado	gramado
havido	havido	havido
his	his	his
homossexuais	homossexuais	homossexuais
identifica	identifica	identifica
ig	ig	ig
joel	joel	joel
lanche	lanche	lanche
legalização	legalização	legalização
leio	leio	leio
liderada	liderada	liderada
localizar	localizar	localizar
logan	logan	logan
logística	logística	logística
maldição	maldição	maldição
mandando	mandando	mandando
marrom	marrom	marrom
marshall	marshall	marshall
mec	mec	mec
mobile	mobile	mobile
monarquia	monarquia	monarquia
nasa	nasa	nasa
neymar	neymar	neymar
ni	ni	ni
ocupando	ocupando	ocupando
ong	ong	ong
only	only	only
operadore	operadores	operadores
oxford	oxford	oxford
participado	participado	participado
plenário	plenário	plenário
prendeu	prendeu	prendeu
prev	prever	prever
projeção	projeção	projeção
protegendo	protegendo	protegendo
provou	provou	provou
recusar	recusar	recusar
rend	render	render
repete	repete	repete
retrata	retrata	retrata
roque	roque	roque
rosário	rosário	rosário
ruído	ruído	ruído
say	say	say
shawn	shawn	shawn
simpática	simpática	simpática
sirva	sirva	sirva
soa	soa	soa
store	store	store
temp	temporal	temporal
transtorno	transtorno	transtorno
trazido	trazido	trazido
tê	tê	tê
ultima	ultima	ultima
variada	variadas	variadas
vcs	vcs	vcs
vinham	vinham	vinham
viviam	viviam	viviam
votado	votado	votado
vulnerável	vulnerável	vulnerável
yang	yang	yang
adotada	adotada	adotada
agua	agua	agua
aguarda	aguarda	aguarda
aguento	aguento	aguento
alicia	alicia	alicia
andei	andei	andei
apanhado	apanhado	apanhado
apresentadora	apresentadora	apresentadora
assistiu	assistiu	assistiu
atacaram	atacaram	atacaram
auditoria	auditoria	auditoria
bagagem	bagagem	bagagem
basto	bastos	bastos
bianca	bianca	bianca
bio	bio	bio
boom	boom	boom
botar	botar	botar
brinca	brinca	brinca
bul	bullying	bullying
camarõe	camarões	camarões
cartola	cartola	cartola
chelsea	chelsea	chelsea
citou	citou	citou
colina	colina	colina
comemoraçõe	comemorações	comemorações
comunitária	comunitária	comunitária
conduzido	conduzido	conduzido
confiante	confiante	confiante
contei	contei	contei
correia	correia	correia
corrupto	corruptos	corruptos | corrupto
cortado	cortado	cortado
custódia	custódia	custódia
dark	dark	dark
defendem	defendem	defendem
deixá	deixá	deixá
delícia	delícia	delícia
dengue	dengue	dengue
dirá	dirá	dirá
disparar	disparar	disparar
distinto	distintos	distintos
dog	dog	dog
efetivo	efetivo	efetivo
eficácia	eficácia	eficácia
encomenda	encomenda	encomenda
entrado	entrado	entrado
extraordinária	extraordinária	extraordinária
falem	falem	falem
ficasse	ficasse	ficasse
fire	fire	fire
fixe	fixe	fixe
france	france	france
fraqueza	fraqueza	fraqueza
funcion	funcional	funcional
galáxia	galáxia	galáxia
geográfica	geográfica	geográfica
gerad	gerador	gerador
gospel	gospel	gospel
grato	grato	grato
grão	grão	grão | grãos
hardware	hardware	hardware
harris	harris	harris
imaginário	imaginário	imaginário
inscrev	inscrever	inscrever
instância	instância	instância
interrupção	interrupção	interrupção
jogam	jogam	jogam
justifica	justifica	justifica
legítimo	legítimo	legítimo
limita	limita	limita
linguística	linguística	linguística
livraria	livraria	livraria
lúcia	lúcia	lúcia
mera	mera	mera
mergulho	mergulho	mergulho
modificaçõe	modificações	modificações
morad	morador	morador
mônica	mônica	mônica
neo	neo	neo
odiar	odiar	odiar
operad	operador	operador
organiza	organiza	organiza
pareciam	pareciam	pareciam
percorr	percorrer	percorrer
postando	postando	postando
prende	prende	prende
quebrada	quebrada	quebrada
quebrando	quebrando	quebrando
reclama	reclama	reclama
recordar	recordar	recordar
retomar	retomar	retomar
reut	reuters	reuters
ronda	ronda	ronda
ruína	ruínas	ruínas
schmidt	schmidt	schmidt
see	see	see
sejamo	sejamos	sejamos
separada	separadas	separadas
soberano	soberano	soberano
stress	stress	stress
sucessão	sucessão	sucessão
sudão	sudão	sudão
sábio	sábio	sábio
síntese	síntese	síntese
tecnológica	tecnológica	tecnológica
triunfo	triunfo	triunfo
tática	tática	tática
usem	usem	usem
veste	veste	veste
virando	virando	virando
visíveis	visíveis	visíveis
von	von	von
vote	vote	vote
workshop	workshop	workshop
aborda	aborda	aborda
acessíveis	acessíveis	acessíveis
agradecimento	agradecimento	agradecimento
albuquerque	albuquerque	albuquerque
amorim	amorim	amorim
amoroso	amoroso	amoroso
ampliação	ampliação	ampliação
analista	analista	analista | analistas
antena	antena	antena
arrancar	arrancar	arrancar
arruda	arruda	arruda
assumindo	assumindo	assumindo
ativista	ativista	ativista | ativistas
aurora	aurora	aurora
australiano	australiano	australiano
away	away	away
bactéria	bactérias	bactérias
balde	balde	balde
baleado	baleado	baleado
barão	barão	barão
berço	berço	berço
bh	bh	bh
bruna	bruna	bruna
bruxa	bruxa	bruxa
caminhando	caminhando	caminhando
cancelamento	cancelamento	cancelamento
caçad	caçador	caçador
cerrado	cerrado	cerrado
chego	chego	chego
cometido	cometido	cometido
compartilhamento	compartilhamento	compartilhamento
complicaçõe	complicações	complicações
conduz	conduz	conduz
conhecendo	conhecendo	conhecendo
continuamo	continuamos	continuamos
correspondência	correspondência	correspondência
culpar	culpar	culpar
definiu	definiu	definiu
derrotado	derrotado	derrotado
desperdício	desperdício	desperdício
deva	deva	deva
devida	devida	devida
disponibilidade	disponibilidade	disponibilidade
doer	doer	doer
drake	drake	drake
ellen	ellen	ellen
emitiu	emitiu	emitiu
encerrado	encerrado	encerrado
erva	erva	erva
esquecimento	esquecimento	esquecimento
estabeleceu	estabeleceu	estabeleceu
exata	exata	exata
extensa	extensa	extensa
falcão	falcão	falcão
faltou	faltou	faltou
fbi	fbi	fbi
fibra	fibra	fibra
filmagem	filmagem	filmagem
firma	firma	firma
